NO;시군구;번지;본번;부번;단지명;전용면적(㎡);계약년월;계약일;거래금액(만원);동;층;매수자;매도자;건축년도;도로명;해제사유발생일;거래유형;중개사소재지;등기일자;주택유형
42882;서울특별시 서대문구 북가좌동;458;0458;0000;DMC아이파크;84.9500;202502;23;96,000;104;4;개인;개인;2009;거북골로14길 32;-;중개거래;서울 강북구, 서울 서대문구;25.06.10;아파트
42883;서울특별시 마포구 공덕동;370-9;0370;0009;공덕현대;84.6900;202502;23;114,000;102;7;개인;개인;1989;마포대로11길 73;-;중개거래;서울 마포구;25.04.24;아파트
42884;서울특별시 서대문구 북가좌동;458;0458;0000;DMC아이파크;84.9500;202502;23;96,000;-;4;개인;개인;2009;거북골로14길 32;20250507;중개거래;서울 강북구, 서울 서대문구;-;아파트
42885;서울특별시 마포구 아현동;800;0800;0000;공덕자이;59.9900;202502;23;162,000;102;9;개인;개인;2015;마포대로24길 16;-;중개거래;서울 마포구;25.05.19;아파트
42886;서울특별시 마포구 아현동;804;0804;0000;더클래시;59.9700;202502;23;164,800;202동;15;개인;개인;2022;신촌로28길 8;-;중개거래;서울 마포구, 서울 서초구;25.06.30;아파트
42887;서울특별시 마포구 상암동;1655;1655;0000;상암월드컵파크4단지;84.7600;202502;23;125,000;409;7;개인;개인;2006;상암산로1길 24;-;중개거래;서울 마포구, 서울 은평구;25.04.25;아파트
42888;서울특별시 서대문구 천연동;145;0145;0000;천연뜨란채;55.8500;202502;23;85,000;-;10;개인;개인;2006;독립문로8길 54;-;중개거래;서울 서대문구;-;아파트
42889;서울특별시 마포구 신수동;462;0462;0000;신촌숲아이파크;59.3760;202502;23;170,000;106;8;개인;개인;2019;광성로 17;-;중개거래;서울 마포구;25.05.07;아파트
42890;서울특별시 마포구 도화동;550;0550;0000;삼성;84.9850;202502;23;157,500;105;11;개인;개인;1997;도화길 28;-;중개거래;서울 마포구;25.06.30;아파트
42891;서울특별시 마포구 도화동;357;0357;0000;도화동현대;68.2200;202502;23;112,000;-;12;개인;개인;1996;새창로 52;20250226;중개거래;서울 마포구;-;아파트
42892;서울특별시 은평구 진관동;88;0088;0000;우물골2단지두산위브(209~222동)BL2-8;84.5100;202502;23;82,500;214;7;개인;개인;2009;진관2로 111-7;-;중개거래;경기 고양시 덕양구, 서울 은평구;25.03.28;아파트
42893;서울특별시 서대문구 홍은동;463;0463;0000;동원베네스트;59.9554;202502;23;58,000;101;7;개인;개인;2012;홍은중앙로1길 65;-;중개거래;서울 서대문구;25.05.09;아파트
42894;서울특별시 강서구 가양동;1500;1500;0000;강서한강자이;84.9903;202502;23;133,500;107;3;개인;개인;2013;양천로55길 55;-;중개거래;서울 강서구;25.05.08;아파트
42895;서울특별시 용산구 효창동;274;0274;0000;효창파크푸르지오;59.4100;202502;23;142,000;104;17;개인;개인;2010;백범로 260;-;중개거래;서울 용산구;25.03.14;아파트
42896;서울특별시 용산구 이촌동;430;0430;0000;LG한강자이;169.7100;202502;23;465,000;108;3;개인;개인;2003;이촌로64길 15;-;중개거래;서울 용산구;25.06.30;아파트
42897;서울특별시 성동구 성수동1가;706;0706;0000;쌍용;84.7800;202502;23;146,000;102;11;개인;개인;1997;상원길 63;-;중개거래;서울 구로구, 서울 성동구;25.06.30;아파트
42898;서울특별시 동대문구 전농동;10;0010;0000;전농SK;114.3000;202502;23;95,000;-;6;개인;개인;2000;사가정로 148;20250228;중개거래;서울 동대문구;-;아파트
42899;서울특별시 동대문구 전농동;690;0690;0000;래미안크레시티;59.9900;202502;23;107,000;203동;1;개인;개인;2014;사가정로 65;-;중개거래;서울 동대문구;25.05.15;아파트
42900;서울특별시 용산구 이촌동;300-23;0300;0023;한강맨숀;120.5600;202502;23;449,000;22;2;개인;개인;1971;이촌로 248;-;중개거래;서울 강동구;25.06.20;아파트
42901;서울특별시 광진구 화양동;111-102;0111;0102;아스하임(111-102);14.1100;202502;23;21,000;1;12;개인;개인;2018;광나루로 382;-;중개거래;서울 광진구;25.02.26;아파트
42902;서울특별시 성동구 행당동;147;0147;0000;서울숲삼부아파트;67.9200;202502;23;128,000;107;4;개인;개인;1998;왕십리로 280;-;중개거래;부산 남구, 서울 성동구;25.05.16;아파트
42903;서울특별시 동대문구 답십리동;1003;1003;0000;래미안위브;121.6400;202502;23;145,000;205동;6;개인;개인;2014;답십리로 130;-;중개거래;서울 동대문구;25.05.26;아파트
42904;서울특별시 동대문구 답십리동;1003;1003;0000;래미안위브;84.9800;202502;23;137,000;311동;10;개인;개인;2014;답십리로 130;-;중개거래;서울 동대문구;25.05.26;아파트
42905;서울특별시 동대문구 답십리동;1009;1009;0000;힐스테이트청계;48.9800;202502;23;96,000;102;18;개인;개인;2018;천호대로55길 11;-;중개거래;서울 동대문구;25.07.04;아파트
42906;서울특별시 동대문구 전농동;690;0690;0000;래미안크레시티;59.9900;202502;23;125,000;203동;13;개인;개인;2014;사가정로 65;-;중개거래;서울 동대문구;25.04.30;아파트
42907;서울특별시 중랑구 면목동;193-1;0193;0001;면목한신;35.3000;202502;23;32,500;7동;10;개인;개인;1988;중랑천로 20;-;중개거래;서울 중랑구;25.04.21;아파트
42908;서울특별시 동대문구 전농동;690;0690;0000;래미안크레시티;59.9900;202502;23;125,000;-;13;개인;개인;2014;사가정로 65;20250324;중개거래;서울 동대문구;-;아파트
42909;서울특별시 동대문구 전농동;6;0006;0000;전농우성;115.5600;202502;23;78,000;3;15;개인;개인;1992;사가정로 190;-;중개거래;서울 동대문구;25.04.16;아파트
42910;서울특별시 성동구 금호동2가;1217;1217;0000;래미안하이리버;114.3200;202502;23;177,000;105;5;개인;개인;2012;금호로 107;-;중개거래;서울 성동구;25.05.16;아파트
42911;서울특별시 성동구 금호동3가;1331;1331;0000;두산;79.0800;202502;23;119,000;113;5;개인;개인;1994;동호로 100;-;중개거래;서울 성동구, 서울 송파구;25.05.16;아파트
42912;서울특별시 동대문구 제기동;1212;1212;0000;한신아파트;59.8400;202502;23;73,000;101;8;개인;개인;2004;고산자로 534;-;중개거래;서울 동대문구;25.03.31;아파트
42913;서울특별시 광진구 자양동;695;0695;0000;한양;124.9300;202502;23;218,000;7;4;개인;법인;1983;구의강변로 11;-;중개거래;서울 광진구;25.06.26;아파트
42914;서울특별시 동대문구 제기동;1212;1212;0000;한신아파트;84.7600;202502;23;85,500;111;5;개인;개인;2004;고산자로 534;-;중개거래;서울 동대문구;25.04.14;아파트
42915;서울특별시 동대문구 전농동;10;0010;0000;전농SK;114.3000;202502;23;95,000;-;6;개인;개인;2000;사가정로 148;-;중개거래;서울 동대문구;-;아파트
42916;서울특별시 용산구 이촌동;300-23;0300;0023;한강맨숀;120.5600;202502;23;449,000;-;2;개인;개인;1971;이촌로 248;20250526;중개거래;서울 강동구;-;아파트
42917;서울특별시 동대문구 청량리동;235-1;0235;0001;미주;152.1700;202502;23;139,000;5;5;개인;개인;1978;약령시로 147;-;중개거래;서울 동대문구;25.05.23;아파트
42918;서울특별시 동대문구 용두동;792;0792;0000;래미안 허브리츠;59.9600;202502;23;110,000;103;16;개인;개인;2011;정릉천동로 36;-;중개거래;서울 동대문구, 서울 중랑구;25.04.29;아파트
42919;서울특별시 성동구 하왕십리동;1070;1070;0000;센트라스;59.9900;202502;23;135,700;127;16;개인;개인;2016;왕십리로 410;-;중개거래;서울 성동구;25.03.28;아파트
42920;서울특별시 성동구 하왕십리동;1002;1002;0000;왕십리KCC스위첸;64.2360;202502;23;110,000;101;9;개인;개인;2016;무학봉길 35;-;중개거래;서울 성동구;25.04.30;아파트
42921;서울특별시 광진구 광장동;570;0570;0000;상록타워아파트;59.9800;202502;23;95,500;-;24;개인;개인;1997;아차산로 540;-;중개거래;서울 광진구;25.07.28;아파트
42922;서울특별시 용산구 이촌동;404;0404;0000;한가람;59.8800;202502;23;179,000;218;7;개인;개인;1998;이촌로65가길 23;-;중개거래;서울 강남구, 서울 용산구;25.05.20;아파트
42923;서울특별시 성동구 응봉동;97;0097;0000;대림(2차);59.9100;202502;22;94,400;103;3;개인;개인;1989;독서당로 431;-;중개거래;서울 성동구;25.05.15;아파트
42924;서울특별시 성동구 응봉동;97;0097;0000;대림(2차);59.9100;202502;22;94,400;-;3;개인;개인;1989;독서당로 431;20250329;중개거래;서울 성동구;-;아파트
42925;서울특별시 용산구 보광동;151;0151;0000;리버빌(삼성);59.7000;202502;22;122,500;101;8;개인;개인;2000;보광로5길 40;-;중개거래;서울 마포구;25.03.21;아파트
42926;서울특별시 용산구 이촌동;404;0404;0000;한가람;59.8800;202502;22;177,000;209;4;개인;개인;1998;이촌로69길 30;-;중개거래;서울 용산구;25.05.14;아파트
42927;서울특별시 용산구 이촌동;300-301;0300;0301;삼익;145.1900;202502;22;240,000;1;2;개인;개인;1979;이촌로 260;-;중개거래;서울 용산구;25.05.29;아파트
42928;서울특별시 용산구 이촌동;418;0418;0000;동부센트레빌;100.9200;202502;22;230,000;102;7;개인;개인;2001;이촌로 174;-;중개거래;서울 용산구;25.07.03;아파트
42929;서울특별시 용산구 이촌동;418;0418;0000;동부센트레빌;100.9200;202502;22;230,000;-;7;개인;개인;2001;이촌로 174;20250530;중개거래;서울 용산구;-;아파트
42930;서울특별시 용산구 이촌동;418;0418;0000;동부센트레빌;100.9200;202502;22;230,000;-;7;개인;개인;2001;이촌로 174;20250526;중개거래;서울 용산구;-;아파트
42931;서울특별시 용산구 이촌동;418;0418;0000;동부센트레빌;101.1400;202502;22;235,000;104;10;개인;개인;2001;이촌로 174;-;중개거래;서울 용산구;25.05.22;아파트
42932;서울특별시 용산구 이촌동;402;0402;0000;강촌;59.1200;202502;22;170,000;-;9;개인;개인;1998;이촌로87길 14;-;중개거래;서울 용산구;-;아파트
42933;서울특별시 용산구 이촌동;402;0402;0000;강촌;114.5950;202502;22;262,000;-;10;개인;개인;1998;이촌로87길 13;-;중개거래;서울 용산구;-;아파트
42934;서울특별시 용산구 이촌동;430;0430;0000;LG한강자이;169.4400;202502;22;445,000;104;19;개인;개인;2003;이촌로64길 15;-;중개거래;서울 용산구;25.03.28;아파트
42935;서울특별시 종로구 인의동;48-2;0048;0002;효성쥬얼리시티;84.6400;202502;22;80,000;-;12;개인;개인;2006;종로 183;-;직거래;-;25.05.13;아파트
42936;서울특별시 중구 순화동;151;0151;0000;순화동더샵;84.9900;202502;22;110,000;-;18;개인;개인;2007;칠패로 27;20250402;중개거래;서울 중구;-;아파트
42937;서울특별시 중랑구 중화동;450;0450;0000;한신아파트상가동유치원동(103~109);59.7600;202502;22;65,000;105;23;개인;개인;1998;동일로 752;-;중개거래;서울 중랑구;25.06.04;아파트
42938;서울특별시 중구 순화동;151;0151;0000;순화동더샵;84.9900;202502;22;110,000;에이;18;개인;개인;2007;칠패로 27;-;중개거래;서울 중구;25.05.02;아파트
42939;서울특별시 중구 순화동;151;0151;0000;순화동더샵;84.9900;202502;22;110,000;-;18;개인;개인;2007;칠패로 27;20250328;중개거래;서울 중구;-;아파트
42940;서울특별시 성동구 하왕십리동;1066;1066;0000;텐즈힐(1단지);129.3400;202502;22;187,000;103;1;개인;개인;2015;무학로 33;-;중개거래;서울 성동구;25.07.31;아파트
42941;서울특별시 성동구 하왕십리동;1070;1070;0000;센트라스;84.7700;202502;22;182,500;130;11;개인;개인;2016;왕십리로 410;-;중개거래;서울 성동구;25.05.20;아파트
42942;서울특별시 성동구 하왕십리동;1070;1070;0000;센트라스;40.9400;202502;22;90,000;129;6;개인;개인;2016;왕십리로 410;-;중개거래;서울 성동구;25.06.02;아파트
42943;서울특별시 성동구 하왕십리동;1052;1052;0000;금호베스트빌;59.7900;202502;22;82,000;106;5;개인;개인;2001;난계로 114-31;-;중개거래;서울 성동구;25.05.29;아파트
42944;서울특별시 성동구 하왕십리동;1052;1052;0000;금호베스트빌;59.7900;202502;22;80,800;106;12;개인;개인;2001;난계로 114-31;-;중개거래;서울 성동구;25.06.19;아파트
42945;서울특별시 성동구 하왕십리동;258;0258;0000;벽산;114.4600;202502;22;120,000;105;16;개인;개인;1996;무학로 50;-;중개거래;서울 서초구, 서울 성동구;25.05.26;아파트
42946;서울특별시 성동구 하왕십리동;1061;1061;0000;왕십리풍림아이원;59.9360;202502;22;102,000;102;10;개인;개인;2004;난계로 84;-;중개거래;서울 성동구;25.05.19;아파트
42947;서울특별시 성동구 금호동4가;1250;1250;0000;롯데;84.9900;202502;22;123,000;102;10;개인;개인;2003;동호로 84;-;중개거래;서울 성동구;25.03.14;아파트
42948;서울특별시 성동구 금호동4가;1550;1550;0000;브라운스톤2차;84.9800;202502;22;144,000;201;11;개인;개인;2010;동호로 93;-;중개거래;서울 성동구;25.06.13;아파트
42949;서울특별시 성동구 금호동4가;340;0340;0000;서울숲푸르지오;114.5500;202502;22;258,000;-;12;개인;개인;2007;금호로 15;-;중개거래;서울 성동구;-;아파트
42950;서울특별시 용산구 한강로3가;98;0098;0000;센트럴파크;114.5011;202502;22;390,000;104;33;개인;개인;2020;서빙고로 17;-;중개거래;서울 용산구;25.06.09;아파트
42951;서울특별시 광진구 자양동;227-7;0227;0007;더샵스타시티;163.5300;202502;22;247,000;A;21;개인;개인;2007;아차산로 262;-;중개거래;서울 광진구;25.05.23;아파트
42952;서울특별시 동대문구 제기동;153;0153;0000;안암골벽산;59.9400;202502;22;70,300;103;6;개인;개인;2003;약령시로 25;-;중개거래;서울 동대문구;25.04.22;아파트
42953;서울특별시 광진구 구의동;59-1;0059;0001;스타파크;53.3900;202502;22;79,500;-;10;개인;개인;2022;천호대로 700;-;중개거래;서울 광진구;25.06.02;아파트
42954;서울특별시 용산구 한강로2가;420;0420;0000;용산푸르지오써밋(420);124.2293;202502;22;320,000;주거동;9;개인;개인;2017;한강대로 69;-;중개거래;서울 용산구;25.04.01;아파트
42955;서울특별시 광진구 구의동;587-54;0587;0054;구의현대7단지현대홈타운;59.9700;202502;22;98,000;703;7;개인;개인;1997;구의강변로3가길 39;-;중개거래;서울 광진구;25.04.10;아파트
42956;서울특별시 광진구 구의동;631-1;0631;0001;현대프라임;84.9900;202502;22;152,800;2;6;개인;개인;1997;광나루로56길 29;-;중개거래;서울 광진구;25.05.30;아파트
42957;서울특별시 용산구 효창동;286;0286;0000;용산케이씨씨스위첸;84.9100;202502;22;158,000;101;5;개인;개인;2018;백범로 275;-;중개거래;서울 용산구;25.04.28;아파트
42958;서울특별시 광진구 구의동;631-1;0631;0001;현대프라임;59.8200;202502;22;121,000;8;23;개인;개인;1997;광나루로56길 29;-;중개거래;서울 송파구;25.05.30;아파트
42959;서울특별시 광진구 구의동;631-1;0631;0001;현대프라임;59.8200;202502;22;119,700;1;10;개인;개인;1997;광나루로56길 29;-;중개거래;서울 광진구;25.05.02;아파트
42960;서울특별시 광진구 구의동;631-1;0631;0001;현대프라임;59.8200;202502;22;122,000;3;17;개인;개인;1997;광나루로56길 29;-;중개거래;서울 광진구;25.05.15;아파트
42961;서울특별시 중랑구 묵동;58-1;0058;0001;풀내음(A동);57.6300;202502;22;32,500;풀내음아파트(A);7;개인;개인;2006;공릉로12길 26;-;중개거래;서울 중랑구;25.05.16;아파트
42962;서울특별시 중랑구 묵동;385;0385;0000;현대아이파크;84.9416;202502;22;85,000;104;13;개인;개인;2002;중랑천로 286;-;중개거래;서울 중랑구;25.04.14;아파트
42963;서울특별시 용산구 도원동;23;0023;0000;삼성래미안;59.9400;202502;22;120,000;-;14;개인;개인;2001;새창로 70;20250507;중개거래;서울 용산구;-;아파트
42964;서울특별시 용산구 도원동;23;0023;0000;삼성래미안;59.9400;202502;22;120,000;111;14;개인;개인;2001;새창로 70;-;중개거래;서울 용산구;25.06.30;아파트
42965;서울특별시 성동구 행당동;364;0364;0000;행당브라운스톤;84.9400;202502;22;126,500;-;3;개인;개인;2005;행당로 99;-;중개거래;서울 성동구;-;아파트
42966;서울특별시 성동구 행당동;364;0364;0000;행당브라운스톤;59.2700;202502;22;109,000;103;7;개인;개인;2005;행당로 99;-;중개거래;서울 성동구;25.05.30;아파트
42967;서울특별시 성동구 행당동;349;0349;0000;서울숲 한신 더 휴;59.9100;202502;22;119,000;-;2;개인;개인;2003;고산자로 164;20250501;중개거래;서울 강남구, 서울 성동구;-;아파트
42968;서울특별시 성동구 행당동;349;0349;0000;서울숲 한신 더 휴;59.9100;202502;22;119,000;108;2;개인;개인;2003;고산자로 164;-;중개거래;서울 강남구, 서울 성동구;25.06.16;아파트
42969;서울특별시 성동구 행당동;349;0349;0000;서울숲 한신 더 휴;114.9700;202502;22;155,000;112;12;개인;개인;2003;고산자로 164;-;중개거래;서울 성동구;25.06.05;아파트
42970;서울특별시 성동구 행당동;346;0346;0000;행당한진타운;59.9600;202502;22;115,800;107;22;개인;개인;2000;행당로 82;-;중개거래;서울 성동구;25.04.15;아파트
42971;서울특별시 성동구 행당동;346;0346;0000;행당한진타운;59.9600;202502;22;116,500;109;14;개인;개인;2000;행당로 82;-;중개거래;서울 성동구;25.06.19;아파트
42972;서울특별시 성동구 행당동;344;0344;0000;신동아;59.9700;202502;22;88,000;8;10;개인;개인;1995;독서당로 441;-;중개거래;서울 성동구;25.05.29;아파트
42973;서울특별시 성동구 행당동;347;0347;0000;대림e-편한세상;84.8700;202502;22;127,000;119;10;개인;개인;2000;행당로 79;-;중개거래;서울 성동구;25.05.15;아파트
42974;서울특별시 성동구 행당동;347;0347;0000;대림e-편한세상;59.9600;202502;22;105,700;105;13;개인;개인;2000;행당로 79;-;중개거래;서울 성동구;25.06.27;아파트
42975;서울특별시 성동구 행당동;347;0347;0000;대림e-편한세상;84.8700;202502;22;138,000;115;9;개인;개인;2000;행당로 79;-;중개거래;서울 성동구;25.05.20;아파트
42976;서울특별시 종로구 평동;233;0233;0000;경희궁자이(3단지);84.8359;202502;22;225,000;303;13;개인;개인;2017;경교장길 35;-;중개거래;서울 종로구;25.06.27;아파트
42977;서울특별시 종로구 평동;233;0233;0000;경희궁자이(3단지);84.6140;202502;22;216,000;302;16;개인;개인;2017;경교장길 35;-;중개거래;서울 종로구;25.07.14;아파트
42978;서울특별시 동대문구 이문동;64;0064;0000;쌍용;59.9900;202502;22;77,000;-;14;개인;개인;2000;한천로58길 47;20250312;중개거래;서울 동대문구;-;아파트
42979;서울특별시 동대문구 이문동;64;0064;0000;쌍용;59.9900;202502;22;77,000;101;14;개인;개인;2000;한천로58길 47;-;중개거래;서울 동대문구;25.05.30;아파트
42980;서울특별시 광진구 광장동;218-1;0218;0001;극동2;84.5500;202502;22;181,500;6;14;개인;개인;1989;아차산로 552;-;중개거래;서울 광진구;25.07.24;아파트
42981;서울특별시 광진구 광장동;453-1;0453;0001;삼성광장2;58.6200;202502;22;94,000;가;5;개인;개인;1989;아차산로 544;-;중개거래;서울 광진구;25.06.27;아파트
42982;서울특별시 광진구 광장동;566;0566;0000;청구;59.9500;202502;22;109,800;104;9;개인;개인;1996;아차산로 503-23;-;중개거래;서울 광진구;25.07.30;아파트
42983;서울특별시 광진구 광장동;484;0484;0000;현대3;74.9200;202502;22;133,000;301;7;개인;개인;1990;아차산로70길 62;-;중개거래;서울 광진구;25.08.06;아파트
42984;서울특별시 광진구 광장동;554-7;0554;0007;현대5;84.5300;202502;22;155,000;505;6;개인;개인;1989;아차산로70길 61;-;중개거래;서울 광진구;25.08.06;아파트
42985;서울특별시 광진구 광장동;577;0577;0000;현대파크빌;59.7600;202502;22;129,000;1004;10;개인;개인;2000;아차산로 549;-;중개거래;서울 광진구;25.05.28;아파트
42986;서울특별시 광진구 광장동;577;0577;0000;현대파크빌;84.8100;202502;22;169,000;1006;21;개인;개인;2000;아차산로 549;-;중개거래;서울 광진구;25.06.30;아파트
42987;서울특별시 중랑구 면목동;1505;1505;0000;리치카운티;84.7410;202502;22;69,500;101;3;개인;개인;2004;겸재로29길 27;-;중개거래;서울 강남구;25.05.15;아파트
42988;서울특별시 중랑구 면목동;193-1;0193;0001;면목한신;84.9200;202502;22;65,250;9동;7;개인;개인;1988;중랑천로 20;-;중개거래;서울 중랑구;25.03.13;아파트
42989;서울특별시 동대문구 전농동;10;0010;0000;전농SK;84.9500;202502;22;89,500;107;5;개인;개인;2000;사가정로 148;-;중개거래;서울 동대문구;25.04.14;아파트
42990;서울특별시 동대문구 전농동;6;0006;0000;전농우성;84.8400;202502;22;74,400;2;11;개인;개인;1992;사가정로 190;-;중개거래;서울 동대문구;25.05.16;아파트
42991;서울특별시 동대문구 답십리동;645-8;0645;0008;신답경남;59.2400;202502;22;60,000;-;8;개인;개인;1991;천호대로47길 62;-;중개거래;서울 동대문구;25.03.24;아파트
42992;서울특별시 동대문구 답십리동;111;0111;0000;답십리대우;84.9900;202502;22;89,000;104;16;개인;개인;2002;답십리로41길 33;-;중개거래;서울 동대문구;25.06.02;아파트
42993;서울특별시 동대문구 답십리동;10;0010;0000;동아;84.7200;202502;22;73,000;107;4;개인;개인;2001;한천로11길 10-1;-;중개거래;서울 동대문구;25.06.13;아파트
42994;서울특별시 동대문구 답십리동;10;0010;0000;동아;59.8800;202502;22;65,000;101;10;개인;개인;2001;한천로11길 10-1;-;중개거래;서울 동대문구;25.04.17;아파트
42995;서울특별시 동대문구 답십리동;80;0080;0000;답십리청솔우성;84.9400;202502;22;84,500;-;11;개인;개인;2000;전농로10길 20;20250314;중개거래;서울 동대문구;-;아파트
42996;서울특별시 광진구 자양동;227-7;0227;0007;더샵스타시티;139.6000;202502;22;241,000;C;38;개인;개인;2007;아차산로 262;-;중개거래;서울 광진구;25.05.23;아파트
42997;서울특별시 광진구 자양동;855;0855;0000;이튼타워리버3차;84.9600;202502;22;157,500;이튼타워리버3차(A동);18;개인;개인;2007;능동로 18;-;중개거래;서울 광진구;25.04.03;아파트
42998;서울특별시 광진구 자양동;831-1;0831;0001;한강성원;59.4600;202502;22;97,000;101;6;개인;개인;1997;능동로3길 17;-;중개거래;서울 광진구;25.06.02;아파트
42999;서울특별시 광진구 자양동;831-1;0831;0001;한강성원;59.4600;202502;22;97,000;-;6;개인;개인;1997;능동로3길 17;20250508;중개거래;서울 광진구;-;아파트
43000;서울특별시 광진구 자양동;695;0695;0000;한양;124.9300;202502;22;217,000;2;1;개인;개인;1983;구의강변로 11;-;중개거래;서울 광진구;25.06.05;아파트
43001;서울특별시 성동구 옥수동;528;0528;0000;옥수파크힐스101동~116동;84.3000;202502;22;200,000;-;5;개인;개인;2016;매봉길 50;-;중개거래;서울 성동구, 서울 중구;-;아파트
43002;서울특별시 성동구 옥수동;528;0528;0000;옥수파크힐스101동~116동;84.5100;202502;22;210,000;102;10;개인;개인;2016;매봉길 50;-;중개거래;서울 성동구;25.06.25;아파트
43003;서울특별시 성동구 옥수동;561;0561;0000;래미안 옥수 리버젠;84.7300;202502;22;199,000;107;12;개인;개인;2012;매봉길 15;-;중개거래;서울 성동구;25.06.30;아파트
43004;서울특별시 성동구 옥수동;561;0561;0000;래미안 옥수 리버젠;84.8100;202502;22;218,000;114;3;개인;개인;2012;매봉길 15;-;중개거래;서울 성동구;25.06.20;아파트
43005;서울특별시 성동구 옥수동;561;0561;0000;래미안 옥수 리버젠;59.2500;202502;22;160,000;107;2;개인;개인;2012;매봉길 15;-;중개거래;서울 성동구;25.03.31;아파트
43006;서울특별시 성동구 옥수동;561;0561;0000;래미안 옥수 리버젠;84.8100;202502;22;210,000;112;4;개인;개인;2012;매봉길 15;-;중개거래;서울 성동구;25.06.05;아파트
43007;서울특별시 성동구 옥수동;561;0561;0000;래미안 옥수 리버젠;84.8100;202502;22;191,000;115;2;개인;개인;2012;매봉길 15;-;중개거래;서울 성동구;25.05.30;아파트
43008;서울특별시 동대문구 답십리동;80;0080;0000;답십리청솔우성;84.9400;202502;22;82,500;-;3;개인;개인;2000;전농로10길 20;20250410;중개거래;서울 동대문구;-;아파트
43009;서울특별시 동대문구 답십리동;80;0080;0000;답십리청솔우성;84.9400;202502;22;84,500;111;12;개인;개인;2000;전농로10길 20;-;중개거래;서울 동대문구;25.06.20;아파트
43010;서울특별시 동대문구 답십리동;80;0080;0000;답십리청솔우성;59.7400;202502;22;71,500;103;18;개인;개인;2000;전농로10길 20;-;중개거래;서울 동대문구;25.06.20;아파트
43011;서울특별시 동대문구 답십리동;80;0080;0000;답십리청솔우성;84.9400;202502;22;82,500;114;3;개인;개인;2000;전농로10길 20;-;중개거래;서울 동대문구;25.05.08;아파트
43012;서울특별시 동대문구 답십리동;1000;1000;0000;래미안엘파인아파트;59.9500;202502;22;76,000;107;11;개인;개인;2011;한천로37길 33;-;중개거래;서울 동대문구;25.06.27;아파트
43013;서울특별시 동대문구 답십리동;1003;1003;0000;래미안위브;59.9700;202502;22;116,000;103동;4;개인;개인;2014;답십리로 130;-;중개거래;서울 동대문구;25.05.20;아파트
43014;서울특별시 동대문구 답십리동;1003;1003;0000;래미안위브;84.9800;202502;22;132,000;203동;6;개인;개인;2014;답십리로 130;-;중개거래;서울 동대문구;25.04.28;아파트
43015;서울특별시 동대문구 답십리동;1008;1008;0000;청계와이즈노벨리아;59.8379;202502;22;83,000;101;6;개인;개인;2017;서울시립대로 19;-;중개거래;서울 동대문구;25.05.20;아파트
43016;서울특별시 성동구 사근동;315;0315;0000;한양마이라움;17.9900;202502;22;16,600;-;5;개인;개인;2018;살곶이길 146;-;중개거래;서울 성동구;25.02.28;아파트
43017;서울특별시 중구 황학동;2545;2545;0000;롯데캐슬;114.9000;202502;22;128,000;101;12;개인;개인;2008;청계천로 400;-;중개거래;서울 성동구, 서울 중구;25.03.28;아파트
43018;서울특별시 동대문구 장안동;342-3;0342;0003;르메이에르장안타운6차;84.9200;202502;22;62,000;-;11;개인;개인;2005;장한로26나길 13;20250306;중개거래;서울 동대문구;-;아파트
43019;서울특별시 동대문구 장안동;342-3;0342;0003;르메이에르장안타운6차;84.9200;202502;22;62,000;-;11;개인;개인;2005;장한로26나길 13;-;중개거래;서울 동대문구;25.05.16;아파트
43020;서울특별시 성동구 금호동2가;1;0001;0000;신금호파크자이;59.9800;202502;22;152,500;104;15;개인;개인;2016;금호로 173;-;중개거래;서울 성동구;25.06.19;아파트
43021;서울특별시 성동구 금호동2가;1;0001;0000;신금호파크자이;59.9800;202502;22;152,500;-;15;개인;개인;2016;금호로 173;20250225;중개거래;서울 성동구;-;아파트
43022;서울특별시 성동구 금호동2가;1215;1215;0000;금호자이1차;117.1800;202502;22;184,000;-;14;개인;개인;2012;금호로 117;-;중개거래;서울 성동구;-;아파트
43023;서울특별시 성동구 금호동2가;1215;1215;0000;금호자이1차;84.9800;202502;22;140,500;101;1;개인;개인;2012;금호로 117;-;중개거래;서울 성동구;25.05.19;아파트
43024;서울특별시 종로구 홍파동;199;0199;0000;경희궁자이(2단지);84.8359;202502;22;217,000;204;17;개인;개인;2017;송월길 99;-;중개거래;서울 종로구;25.07.01;아파트
43025;서울특별시 동대문구 청량리동;235-1;0235;0001;미주;101.6200;202502;22;110,000;6;10;개인;개인;1978;약령시로 147;-;중개거래;서울 동대문구;25.04.30;아파트
43026;서울특별시 동대문구 용두동;796;0796;0000;래미안엘리니티;74.9400;202502;22;136,000;112;6;개인;개인;2022;한빛로 49;-;중개거래;서울 동대문구;25.07.28;아파트
43027;서울특별시 동대문구 용두동;795;0795;0000;이편한세상청계센트럴포레;84.9300;202502;22;143,000;504;10;개인;개인;2021;무학로 91;-;중개거래;서울 동대문구;25.05.09;아파트
43028;서울특별시 동대문구 용두동;795;0795;0000;이편한세상청계센트럴포레;59.9600;202502;22;119,000;506;5;개인;개인;2021;무학로 91;-;중개거래;서울 동대문구;25.04.25;아파트
43029;서울특별시 성동구 금호동1가;633;0633;0000;벽산;84.8200;202502;22;125,400;206;11;개인;개인;2001;금호로 100;-;중개거래;서울 성동구;25.04.22;아파트
