NO;시군구;번지;본번;부번;단지명;전용면적(㎡);계약년월;계약일;거래금액(만원);동;층;매수자;매도자;건축년도;도로명;해제사유발생일;거래유형;중개사소재지;등기일자;주택유형
156;서울특별시 마포구 망원동;521;0521;0000;마포한강아이파크;84.5800;202508;12;135,000;-;2;개인;개인;2019;희우정로 77;-;중개거래;서울 광진구;-;아파트
157;서울특별시 서대문구 홍제동;453-1;0453;0001;청구2차;59.8900;202508;12;46,850;-;8;개인;개인;1997;통일로 344;-;직거래;-;-;아파트
158;서울특별시 양천구 신월동;500-21;0500;0021;리슈리안;51.6500;202508;12;43,000;-;3;개인;개인;2015;중앙로 311;-;중개거래;서울 양천구;-;아파트
159;서울특별시 양천구 신정동;1281;1281;0000;푸른마을2;59.9100;202508;12;54,900;-;6;개인;개인;2001;신정로7길 76;-;중개거래;서울 양천구;-;아파트
160;서울특별시 은평구 진관동;60;0060;0000;은평뉴타운솔하임;14.2350;202508;12;13,700;-;19;개인;개인;2017;통일로 1080;-;중개거래;서울 은평구;-;아파트
161;서울특별시 양천구 신정동;326;0326;0000;목동신시가지12;56.7600;202508;12;110,000;-;1;개인;개인;1988;목동동로 50;-;직거래;-;-;아파트
162;서울특별시 양천구 신정동;1309;1309;0000;롯데캐슬;84.7300;202508;12;150,000;-;6;개인;개인;2004;신목로12길 22;-;중개거래;서울 양천구;-;아파트
163;서울특별시 강서구 염창동;240-1;0240;0001;강변월드메르디앙;84.8789;202508;12;119,800;-;13;개인;개인;2010;양천로63길 51;-;중개거래;서울 강서구;-;아파트
164;서울특별시 마포구 공덕동;479;0479;0000;공덕SK리더스뷰;97.7000;202508;12;244,000;-;26;개인;개인;2021;백범로31길 7;-;중개거래;서울 마포구;-;아파트
165;서울특별시 강남구 수서동;738;0738;0000;동익;84.4600;202508;12;200,000;-;13;개인;개인;1993;광평로39길 3;-;중개거래;서울 강남구;-;아파트
166;서울특별시 관악구 신림동;1719;1719;0000;우민조원;73.3600;202508;12;67,000;-;6;개인;개인;2003;조원로11길 24;-;중개거래;서울 관악구;-;아파트
167;서울특별시 서초구 서초동;1312-3;1312;0003;롯데캐슬클래식;84.9800;202508;12;282,500;-;5;개인;개인;2006;서운로 197;-;중개거래;서울 서초구;-;아파트
168;서울특별시 송파구 잠실동;183-12;0183;0012;NS파인트리;19.7000;202508;12;30,000;-;15;개인;개인;2021;백제고분로7길 41;-;중개거래;서울 송파구;-;아파트
169;서울특별시 강남구 자곡동;602;0602;0000;강남자곡아이파크;59.9600;202508;12;149,500;-;3;개인;개인;2014;자곡로 175;-;중개거래;서울 강남구;-;아파트
170;서울특별시 영등포구 대림동;1127;1127;0000;e편한세상영등포아델포레;59.9680;202508;12;110,000;-;12;개인;개인;2020;신길로 29;-;중개거래;서울 영등포구;-;아파트
171;서울특별시 강서구 방화동;852;0852;0000;마곡중앙하이츠아파트;39.5800;202508;12;39,600;-;7;개인;개인;1994;양천로6길 28;-;중개거래;서울 강서구;-;아파트
172;서울특별시 구로구 개봉동;476;0476;0000;한마을;84.5700;202508;12;83,500;-;11;개인;개인;1999;경인로 382;-;중개거래;서울 구로구;-;아파트
173;서울특별시 영등포구 신길동;4950;4950;0000;래미안에스티움;59.9500;202508;12;144,500;-;15;개인;개인;2017;신풍로 77;-;중개거래;서울 영등포구;-;아파트
174;서울특별시 영등포구 도림동;231-1;0231;0001;한라;59.8500;202508;12;70,800;-;12;개인;개인;1998;도신로15라길 5-7;-;중개거래;서울 영등포구;-;아파트
175;서울특별시 구로구 고척동;339;0339;0000;고척파크푸르지오;59.8900;202508;12;90,000;-;8;개인;개인;2009;중앙로 121;-;중개거래;서울 구로구;-;아파트
176;서울특별시 금천구 독산동;1088;1088;0000;독산주공14단지;38.6400;202508;12;30,200;-;5;개인;개인;1990;한내로 69-54;-;중개거래;경기 광명시;-;아파트
177;서울특별시 구로구 구로동;1265;1265;0000;구로두산;44.6400;202508;12;45,000;-;25;개인;개인;1998;도림로 59;-;중개거래;서울 구로구, 서울 금천구;-;아파트
178;서울특별시 구로구 구로동;1265;1265;0000;구로두산;44.6400;202508;12;46,500;-;15;개인;개인;1998;도림로 59;-;중개거래;서울 구로구;-;아파트
179;서울특별시 구로구 고척동;320;0320;0000;센츄리;84.5600;202508;11;49,500;-;1;개인;개인;1994;중앙로12길 12;-;중개거래;서울 구로구;-;아파트
180;서울특별시 강서구 가양동;1485;1485;0000;가양6단지;58.6500;202508;11;78,000;-;1;개인;개인;1992;허준로 175;-;중개거래;서울 강서구;-;아파트
181;서울특별시 영등포구 영등포동7가;208;0208;0000;포레나영등포센트럴;84.8025;202508;11;146,000;-;8;개인;개인;2020;국회대로50길 20;-;중개거래;서울 영등포구;-;아파트
182;서울특별시 금천구 시흥동;266-2745;0266;2745;애시안아파트;58.0500;202508;11;36,000;-;2;개인;개인;2013;탑골로2길 55;-;중개거래;서울 금천구;-;아파트
183;서울특별시 금천구 가산동;769;0769;0000;두산;59.8400;202508;11;61,000;-;24;개인;개인;1998;가산로 99;-;중개거래;서울 금천구;-;아파트
184;서울특별시 강서구 가양동;1475;1475;0000;강변;39.6000;202508;11;59,900;-;3;개인;개인;1992;허준로 139;-;중개거래;서울 강서구;-;아파트
185;서울특별시 동작구 상도동;531;0531;0000;힐스테이트 상도 센트럴파크;84.6099;202508;11;165,000;-;17;개인;개인;2012;상도로 346-1;-;중개거래;경기 화성시;-;아파트
186;서울특별시 강동구 상일동;514;0514;0000;고덕롯데캐슬베네루체;59.9810;202508;11;137,000;-;4;개인;개인;2019;상암로79길 88;-;중개거래;서울 강동구;-;아파트
187;서울특별시 강동구 성내동;194;0194;0000;에스케이허브진;33.7100;202508;11;32,500;-;14;개인;개인;2004;천호대로 1092;-;중개거래;서울 강동구;-;아파트
188;서울특별시 강동구 상일동;490;0490;0000;고덕리엔파크3단지;84.8700;202508;11;112,000;-;14;개인;개인;2011;상일로 74;-;중개거래;서울 강동구;-;아파트
189;서울특별시 강동구 길동;385-4;0385;0004;이스트드림힐;84.9200;202508;11;63,500;-;4;개인;개인;2003;양재대로111길 54;20250812;중개거래;서울 강동구;-;아파트
190;서울특별시 강동구 길동;385-4;0385;0004;이스트드림힐;84.9200;202508;11;63,500;-;4;개인;개인;2003;양재대로111길 54;-;중개거래;서울 강동구;-;아파트
191;서울특별시 성동구 성수동1가;706;0706;0000;쌍용;59.7600;202508;11;145,000;-;2;개인;개인;1997;상원길 63;-;중개거래;서울 광진구, 서울 성동구;-;아파트
192;서울특별시 광진구 화양동;111-102;0111;0102;아스하임(111-102);15.1400;202508;11;21,800;-;10;개인;개인;2018;광나루로 382;-;중개거래;서울 광진구;-;아파트
193;서울특별시 광진구 구의동;668;0668;0000;래미안파크스위트;59.9800;202508;11;127,000;-;6;개인;개인;2018;광나루로 545;-;중개거래;서울 광진구;-;아파트
194;서울특별시 중랑구 상봉동;115-61;0115;0061;주함해븐타워;14.9400;202508;11;12,800;-;10;개인;개인;2015;면목로 491;-;중개거래;서울 중랑구;-;아파트
195;서울특별시 성동구 하왕십리동;1070;1070;0000;센트라스;59.5900;202508;11;162,000;-;5;개인;개인;2016;왕십리로 410;-;중개거래;서울 성동구;-;아파트
196;서울특별시 도봉구 쌍문동;59;0059;0000;한양2;28.7100;202508;11;20,000;-;4;개인;개인;1989;해등로 231;-;중개거래;서울 도봉구;-;아파트
197;서울특별시 도봉구 쌍문동;56;0056;0000;삼익세라믹;40.1100;202508;11;27,500;-;5;개인;개인;1988;해등로 195;-;중개거래;서울 노원구, 서울 도봉구;-;아파트
198;서울특별시 중랑구 신내동;479;0479;0000;중앙하이츠;84.9700;202508;11;58,700;-;9;개인;개인;1996;봉화산로56길 123;-;중개거래;서울 중랑구;-;아파트
199;서울특별시 중랑구 신내동;437;0437;0000;벽산;59.7830;202508;11;50,000;-;15;개인;개인;2000;용마산로125길 50;-;중개거래;서울 중랑구;-;아파트
200;서울특별시 도봉구 도봉동;87;0087;0000;삼환도봉;73.8900;202508;11;54,500;-;15;개인;개인;1987;도봉로180길 6-83;-;중개거래;서울 도봉구;-;아파트
201;서울특별시 도봉구 도봉동;87;0087;0000;삼환도봉;73.8900;202508;11;55,800;-;12;개인;개인;1987;도봉로180길 6-83;-;중개거래;서울 도봉구;-;아파트
202;서울특별시 성북구 석관동;410;0410;0000;래미안아트리치;84.9700;202508;11;100,000;-;5;개인;개인;2019;돌곶이로8길 22;-;중개거래;서울 마포구, 서울 성북구;-;아파트
203;서울특별시 노원구 공릉동;81;0081;0000;태강아파트(아이파크);49.6000;202508;11;47,500;-;3;개인;개인;1999;공릉로34길 62;-;중개거래;서울 노원구;-;아파트
204;서울특별시 노원구 하계동;255-1;0255;0001;삼익선경;107.9500;202508;11;89,000;-;6;개인;개인;1993;노원로 214;-;중개거래;서울 노원구;-;아파트
205;서울특별시 노원구 하계동;271-3;0271;0003;벽산;57.7100;202508;11;53,000;-;14;개인;개인;1988;섬밭로 229;-;중개거래;서울 노원구;-;아파트
206;서울특별시 강북구 번동;234;0234;0000;주공4단지;44.8900;202508;11;30,000;-;10;개인;개인;1991;오현로 207;-;중개거래;서울 강북구;-;아파트
207;서울특별시 도봉구 쌍문동;199-1;0199;0001;금호1;36.3600;202508;11;28,300;-;2;개인;개인;1990;해등로26길 20;-;중개거래;서울 노원구, 서울 도봉구;-;아파트
208;서울특별시 관악구 봉천동;1560-62;1560;0062;서울대입구아이원(1560-62);59.9600;202508;11;95,000;-;9;개인;개인;2006;청룡길 77;-;중개거래;서울 관악구;-;아파트
209;서울특별시 서초구 서초동;1642-34;1642;0034;래미안서초7차;148.0800;202508;11;245,000;-;5;개인;개인;2006;사임당로17길 80;-;중개거래;서울 강남구, 서울 서초구;-;아파트
210;서울특별시 관악구 봉천동;1615-17;1615;0017;반석블레스빌;83.7000;202508;11;68,000;-;2;개인;개인;2001;남부순환로230길 93;-;중개거래;서울 동작구;-;아파트
211;서울특별시 송파구 가락동;21-6;0021;0006;가락쌍용(2차);59.8800;202508;11;132,000;-;19;개인;개인;1999;송이로15길 31;-;중개거래;서울 송파구;-;아파트
212;서울특별시 동작구 신대방동;707;0707;0000;현대;84.5700;202508;11;104,300;-;6;개인;개인;1996;여의대방로 28;-;중개거래;서울 동작구;-;아파트
213;서울특별시 마포구 망원동;497;0497;0000;대림2;84.7300;202508;11;99,000;-;8;개인;개인;2002;망원로1길 27;-;직거래;-;-;아파트
214;서울특별시 강서구 화곡동;923-10;0923;0010;남광쉐르빌(923-10);31.8300;202508;11;17,000;-;8;개인;개인;2014;강서로7길 128;-;중개거래;서울 강서구;-;아파트
215;서울특별시 양천구 신정동;326;0326;0000;목동신시가지12;53.4600;202508;11;182,000;-;12;개인;개인;1988;목동동로 50;-;중개거래;경기 고양시 일산동구, 서울 양천구;-;아파트
216;서울특별시 은평구 역촌동;50-24;0050;0024;디딤빌아파트;84.3200;202508;10;46,500;-;6;개인;개인;2000;갈현로 100;20250812;중개거래;서울 은평구;-;아파트
217;서울특별시 양천구 신정동;1323;1323;0000;목동힐스테이트;84.9300;202508;10;180,000;-;16;개인;개인;2016;중앙로36길 15;-;중개거래;서울 양천구;-;아파트
218;서울특별시 양천구 신월동;1077;1077;0000;목동센트럴아이파크위브3단지;84.9800;202508;10;113,200;-;16;개인;개인;2020;남부순환로83길 48;-;중개거래;서울 양천구;-;아파트
219;서울특별시 양천구 신월동;1063;1063;0000;롯데캐슬;84.9840;202508;10;104,300;-;11;개인;개인;2014;중앙로29길 61;-;중개거래;서울 양천구;-;아파트
220;서울특별시 은평구 역촌동;50-24;0050;0024;디딤빌아파트;84.3200;202508;10;46,500;-;6;개인;개인;2000;갈현로 100;-;중개거래;서울 은평구;-;아파트
221;서울특별시 은평구 응암동;761;0761;0000;백련산힐스테이트3차;84.3200;202508;10;84,000;-;3;개인;개인;2011;백련산로 36;-;직거래;-;-;아파트
222;서울특별시 성동구 금호동1가;1823;1823;0000;이편한세상금호파크힐스;116.1340;202508;10;240,000;-;6;개인;개인;2019;금호로 140;-;중개거래;서울 성동구;-;아파트
223;서울특별시 동대문구 전농동;10;0010;0000;전농SK;84.9500;202508;10;101,000;-;15;개인;개인;2000;사가정로 148;20250810;중개거래;서울 동대문구;-;아파트
224;서울특별시 중구 신당동;851;0851;0000;래미안하이베르;59.7400;202508;10;123,000;-;4;개인;개인;2011;퇴계로90길 74;-;중개거래;서울 중구;-;아파트
225;서울특별시 동대문구 전농동;10;0010;0000;전농SK;84.9500;202508;10;101,000;-;15;개인;개인;2000;사가정로 148;-;중개거래;서울 동대문구;-;아파트
226;서울특별시 동대문구 답십리동;1013;1013;0000;래미안미드카운티;59.9800;202508;10;127,000;-;8;개인;개인;2019;답십리로 141;20250810;중개거래;서울 동대문구;-;아파트
227;서울특별시 동대문구 답십리동;1013;1013;0000;래미안미드카운티;59.9800;202508;10;127,000;-;8;개인;개인;2019;답십리로 141;-;중개거래;서울 동대문구;-;아파트
228;서울특별시 구로구 구로동;685-124;0685;0124;중앙하이츠;70.5200;202508;10;59,900;-;13;개인;개인;1987;구일로8길 92;-;중개거래;서울 구로구;-;아파트
229;서울특별시 영등포구 신길동;4958;4958;0000;보라매에스케이뷰;84.9800;202508;10;169,500;-;6;개인;개인;2020;여의대방로35가길 19;-;중개거래;서울 영등포구;-;아파트
230;서울특별시 동작구 본동;481;0481;0000;신동아;46.7500;202508;10;88,000;-;12;개인;개인;1993;매봉로 134;-;중개거래;서울 동작구;-;아파트
231;서울특별시 송파구 가락동;53;0053;0000;가락3차쌍용스윗닷홈101동,102동;84.9900;202508;10;130,500;-;2;개인;개인;2005;송이로21길 23;-;중개거래;서울 송파구;-;아파트
232;서울특별시 성북구 삼선동2가;420;0420;0000;삼선현대힐스테이트;114.8600;202508;10;102,500;-;9;개인;개인;2009;낙산길 243-15;-;중개거래;서울 강동구;-;아파트
233;서울특별시 성북구 길음동;1289;1289;0000;롯데캐슬클라시아;59.7812;202508;10;122,000;-;19;개인;개인;2022;숭인로8길 80;-;중개거래;서울 성북구;-;아파트
234;서울특별시 노원구 공릉동;81;0081;0000;태강아파트(아이파크);49.6000;202508;09;51,000;-;7;개인;개인;1999;공릉로34길 62;-;중개거래;서울 노원구;-;아파트
235;서울특별시 강북구 미아동;1357;1357;0000;삼각산아이원;84.7050;202508;09;70,500;-;9;개인;개인;2003;삼양로19길 113;-;중개거래;서울 강북구;-;아파트
236;서울특별시 강북구 번동;136;0136;0000;번동솔그린;59.8200;202508;09;43,300;-;18;개인;개인;1999;한천로109길 83;-;중개거래;서울 강북구, 서울 성북구;-;아파트
237;서울특별시 도봉구 쌍문동;725;0725;0000;쌍문동삼성래미안;114.9396;202508;09;87,500;-;12;개인;개인;2002;우이천로 328;-;중개거래;서울 도봉구;-;아파트
238;서울특별시 강북구 미아동;1357;1357;0000;삼각산아이원;59.7580;202508;09;64,900;-;9;개인;개인;2003;삼양로19길 113;-;중개거래;서울 강북구, 서울 노원구;-;아파트
239;서울특별시 강북구 미아동;1357;1357;0000;삼각산아이원;59.7580;202508;09;60,500;-;6;개인;개인;2003;삼양로19길 113;-;중개거래;서울 강북구;-;아파트
240;서울특별시 강북구 미아동;813;0813;0000;래미안트리베라1단지;84.9700;202508;09;87,000;-;8;개인;개인;2010;삼양로19길 25;-;중개거래;서울 강북구;-;아파트
241;서울특별시 중랑구 망우동;610;0610;0000;신내역금강펜테리움센트럴파크;84.9871;202508;09;83,500;-;19;개인;개인;2021;용마산로136길 160;-;중개거래;서울 중랑구;-;아파트
